user_3,user_4,user_5,user_6
22.93741,2.8236315,105.46898,62.19512
23.64865,1.4882084,130.58943,57.621952
24.004267,2.606429,128.55692,44.370712
22.93741,1.4670364,107.21545,48.47561
22.581793,2.606429,104.57581,50.30488
22.581793,2.606429,105.20954,43.3786
22.403982,2.606429,82.31707,49.085365
22.581793,2.606429,75.203255,42.784374
23.115221,2.606429,73.17073,30.182926
25.071123,3.040834,89.939026,27.439024
29.694168,1.4775747,94.00407,33.23171
32.656006,1.4994409,112.296745,47.256096
38.584637,3.475239,129.57317,46.646343
35.917496,3.6924415,120.42683,41.76829
30.761023,4.3440485,96.544716,35.365852
28.093884,4.3440485,91.46342,37.5
26.671408,4.3440485,89.43089,38.719513
25.782362,3.6924415,98.57723,52.743904
32.402504,3.6924415,131.09756,55.182926
26.493599,4.1268463,156.50406,64.63415
27.382647,4.3440485,108.934235,78.35366
26.671408,4.3440485,174.28862,85.97561
25.071123,4.561251,175.30487,77.439026
24.182077,3.6924415,153.45529,71.95122
23.115221,3.475239,116.86992,43.855755
32.29036,3.475239,107.72358,43.411713
22.581793,3.475239,102.13415,48.780487
22.226173,1.5291121,87.9065,52.43903
22.403982,3.475239,80.28455,43.768894
22.226173,3.475239,72.15447,46.951214
22.93741,3.475239,80.79269,51.219513
25.248934,3.475239,96.544716,49.390244
29.16074,3.2580364,99.085365,43.067535
30.405403,3.475239,101.11789,47.560974
32.181355,3.909644,98.06911,60.97561
32.005688,3.475239,106.554924,56.707317
32.716927,3.475239,101.11789,58.536587
31.472263,4.1268463,106.146866,44.12143
31.472263,4.3440485,89.43089,56.09756
28.271692,4.3440485,102.13415,60.97561
27.204836,1.5154604,109.756096,59.756096
26.849218,4.1268463,105.80915,43.91003
28.627312,1.5157343,185.46748,81.70731
30.405403,1.4534407,233.73984,82.62194
32.894737,1.5245816,106.77701,81.402435
32.413292,1.4568521,244.9187,75.914635
26.13798,4.3440485,198.67886,72.560974
24.715506,3.475239,107.79687,71.34146
23.470839,1.5316397,122.45935,68.29269
22.759602,1.5107284,101.626015,58.841465
22.226173,1.4883388,108.73984,51.219513
21.692745,3.475239,85.36585,53.658535
22.226173,3.475239,81.808945,49.390244
22.581793,1.5317945,82.8252,50.0
23.826458,3.475239,104.28822,53.658535
31.827883,3.475239,99.5935,42.819183
32.894737,1.5017964,97.560974,49.695118
28.80512,4.3440485,111.78862,50.0
32.791885,4.3440485,105.60842,43.94259
28.449503,4.3440485,84.349594,54.878048
32.330612,4.3440485,89.939026,58.23171
28.80512,1.5175991,90.955284,54.878048
28.271692,4.3440485,81.30081,43.873745
26.493599,4.3440485,90.44715,53.048782
32.251328,4.3440485,101.626015,51.82927
25.604551,1.5194242,120.93496,60.97561
32.222263,4.3440485,158.02846,80.48781
30.049788,4.3440485,207.31708,86.28049
32.53912,4.561251,223.0691,83.231705
28.982931,4.3440485,106.94805,44.395218
25.96017,3.909644,197.15446,84.45122
24.004267,3.475239,133.13008,79.87805
22.93741,3.475239,106.86627,75.60976
32.223057,3.475239,105.144005,43.499233
32.389286,1.5322222,85.873985,54.878048
22.226173,3.475239,73.67886,46.951214
32.67919,3.475239,65.04065,44.817074
22.403982,3.475239,72.15447,44.817074
23.29303,3.475239,68.08943,44.207317
32.005688,3.475239,104.166664,43.091164
32.27659,3.909644,99.085365,47.865852
32.831253,4.3440485,104.970245,52.134148
30.761023,4.1268463,86.89024,60.060974
30.227596,1.541737,75.203255,56.707317
28.80512,3.475239,76.21951,43.21034
29.338549,1.4884863,104.604126,53.353657
27.738264,4.3440485,104.40898,46.646343
26.493599,4.3440485,85.873985,42.987804
26.31579,4.3440485,92.98781,41.15854
26.671408,4.3440485,130.0813,61.890244
32.402737,4.561251,192.07317,80.79269
28.80512,4.561251,201.72765,90.85366
30.227596,1.5109565,201.21951,84.45122
28.449503,5.212858,190.04065,71.03659
32.591164,4.3440485,198.67886,71.34146
24.359886,1.4826063,162.60162,65.85366
22.93741,1.4557065,136.17886,43.802643
23.115221,1.4774729,109.756096,56.09756
22.226173,3.475239,90.44715,50.30488
32.287132,3.475239,84.349594,56.09756
22.403982,1.5225308,76.727646,47.865852
32.22423,1.506707,76.727646,42.68989
22.759602,1.5217193,79.268295,56.707317
23.29303,1.5188538,83.333336,52.743904
25.782362,3.909644,96.544716,43.08579
29.338549,4.995656,110.26423,53.353657
34.672832,1.515554,123.98374,43.861305
34.85064,1.50762,105.660515,56.09756
38.406826,1.4975256,117.37805,61.585365
35.73969,4.3440485,122.45935,50.609756
32.24684,4.3440485,115.85366,66.15854
31.29445,4.1268463,108.04972,69.20731
29.51636,4.3440485,122.967476,43.78189
28.093884,4.3440485,129.06505,79.87805
32.27665,4.561251,182.92683,96.95122
28.627312,4.7784534,109.82498,86.89024
29.694168,4.561251,178.86179,45.39543
27.382647,4.3440485,169.20732,80.18293
25.604551,4.3440485,153.96341,73.17073
24.359886,3.475239,146.8496,75.60976
23.470839,3.475239,133.13008,65.243904
23.29303,3.475239,119.9187,56.707317
22.759602,3.475239,99.5935,51.219513
22.403982,3.475239,93.49593,51.52439
22.226173,3.475239,85.873985,54.878048
22.581793,1.4618297,104.6163,52.43903
22.581793,3.475239,79.268295,43.853657
22.93741,3.475239,101.11789,43.327488
24.359886,3.909644,100.10162,45.121952
28.627312,3.909644,106.70731,43.235615
32.498848,4.3440485,124.49187,51.219513
37.339973,4.3440485,107.33371,43.506886
38.762447,4.3440485,147.35773,67.37805
38.05121,4.3440485,103.65854,57.621952
33.25035,4.3440485,101.626015,43.908443
32.40855,4.3440485,105.30537,43.998722
27.382647,4.3440485,108.73984,59.756096
27.382647,4.3440485,125.50814,69.81707
28.093884,1.4851545,152.94716,78.35366
29.871977,4.561251,176.82927,74.39024
30.405403,4.7784534,108.956955,85.060974
28.093884,4.561251,172.2561,79.57317
25.96017,3.6924415,164.63414,45.104744
24.359886,3.475239,106.732605,68.902435
32.74041,3.475239,105.32447,59.756096
23.29303,3.475239,92.98781,52.743904
32.403805,3.475239,82.8252,48.17073
22.048365,3.475239,105.05394,55.487804
22.403982,3.475239,76.727646,48.780487
22.403982,3.475239,104.8452,47.256096
24.004267,3.475239,105.01744,51.52439
32.4332,3.475239,105.99734,55.182926
34.495018,3.475239,91.97154,50.30488
32.289608,1.5185158,76.727646,50.914635
30.049788,2.8236315,84.349594,57.621952
29.694168,3.475239,105.75861,63.414635
32.340824,3.6924415,100.60976,60.365852
29.16074,1.4888736,103.01456,43.417274
28.627312,3.475239,83.333336,53.963413
27.560455,3.6924415,85.36585,43.43349
26.849218,1.5425508,96.03658,61.585365
26.849218,1.5100883,117.88618,63.109756
27.916075,3.6924415,154.47154,44.081524
31.65007,4.1268463,112.236176,102.743904
32.721375,6.2988706,214.4309,102.439026
30.227596,1.4870347,191.05692,93.90243
26.849218,3.6924415,105.72584,43.95322
24.715506,3.475239,149.39024,82.62194
32.54884,3.475239,108.231705,63.719513
32.438137,3.475239,84.349594,53.353657
22.226173,3.475239,81.808945,52.743904
21.692745,3.475239,81.808945,43.553493
22.403982,3.475239,69.61382,42.861145
22.403982,3.475239,105.50296,50.30488
23.64865,3.475239,76.21951,55.487804
32.36131,3.475239,98.57723,42.87079
33.428165,3.475239,93.49593,48.47561
30.405403,3.475239,105.2405,47.560974
32.275578,1.5358723,80.28455,53.048782
30.405403,3.475239,77.743904,43.27058
29.871977,3.909644,90.44715,43.16855
29.694168,4.1268463,83.333336,55.487804
28.627312,4.3440485,69.61382,53.353657
26.13798,3.909644,80.28455,55.487804
25.96017,4.3440485,97.560974,62.5
25.604551,4.3440485,106.88824,62.5
27.560455,4.1268463,177.3374,90.85366
30.583216,1.4688264,216.97154,87.80488
33.428165,4.561251,215.44716,86.89024
30.049788,1.4911546,205.28455,90.54878
26.493599,3.475239,178.86179,80.48781
32.631218,3.475239,135.1626,75.0
23.470839,3.475239,102.13415,63.719513
22.759602,1.5006249,89.939026,43.44142
22.226173,3.475239,82.31707,43.016224
21.870554,1.5097923,80.28455,54.57317
32.33294,3.475239,104.350716,50.609756
22.403982,3.475239,73.67886,51.82927
23.826458,3.475239,75.71138,57.92683
33.605976,3.475239,102.64227,60.67073
33.25035,3.6924415,106.10314,55.182926
29.338549,4.3440485,91.46342,44.207317
28.627312,1.5191587,82.31707,48.17073
32.59535,4.3440485,78.25203,43.8349
32.359886,4.3440485,93.49593,47.865852
28.271692,4.3440485,87.39838,43.292683
32.648514,4.1268463,85.36585,45.121952
32.340797,4.3440485,105.18293,51.219513
25.426743,4.3440485,102.13415,56.707317
26.493599,1.5437282,119.41057,71.95122
28.271692,4.3440485,185.97562,85.36585
30.583216,1.5006837,215.44716,85.67073
32.894737,1.5086304,220.02032,87.5
32.329388,1.4820687,201.72765,80.18293
27.204836,1.512837,177.84554,79.268295
18.847794,3.475239,136.17886,73.78049
5.156472,1.4817017,102.327415,63.719513
4.978663,3.475239,97.560974,55.182926
32.366234,3.475239,87.9065,42.996956
3.3783784,3.475239,85.873985,50.914635
3.5561879,3.475239,102.10112,52.743904
3.733997,3.475239,75.71138,52.743904
5.156472,3.475239,81.30081,43.479904
13.869132,2.8236315,110.772354,43.542416
14.224751,2.606429,102.64227,52.134148
10.135135,2.606429,92.98781,46.341465
32.270226,2.606429,76.21951,48.47561
8.89047,3.6924415,70.12195,42.894703
32.209507,1.4882299,105.07172,43.559723
9.957326,3.475239,78.76016,51.82927
9.779516,1.4735123,70.63008,45.42683
8.71266,3.475239,90.955284,43.753014
7.823613,3.475239,92.479675,52.43903
7.6458044,3.475239,105.691055,59.146343
32.527267,3.475239,107.27651,75.60976
12.268847,1.4991385,178.35365,84.45122
14.046942,5.8644657,203.25203,45.421875
32.42715,4.3440485,186.99187,77.743904
8.357041,4.3440485,103.490486,44.44806
6.2233286,3.475239,152.94716,77.13415
4.623044,3.475239,106.70731,57.621952
32.407646,3.475239,105.69121,45.42683
3.733997,3.475239,89.43089,48.47561
3.200569,1.4870582,86.38211,50.30488
3.3783784,3.475239,70.63008,50.30488
32.329247,1.5262706,69.10569,48.780487
5.3342814,1.4667476,74.18699,49.695118
15.113798,3.475239,92.479675,60.97561
15.825035,3.475239,103.929726,54.57317
12.446657,3.909644,104.998024,50.609756
13.869132,4.1268463,71.138214,46.646343
11.379801,3.475239,103.95162,39.32927
29.16074,4.3440485,97.05285,39.32927
28.627312,1.4990778,91.97154,42.378048
27.382647,1.500788,82.31707,43.292683
32.5658,4.3440485,106.00649,42.987804
27.560455,4.3440485,104.637924,41.15854
27.738264,4.3440485,105.691055,49.085365
28.449503,1.5058585,170.7317,67.98781
28.449503,5.647263,215.44716,72.256096
30.583216,5.212858,212.90651,77.439026
27.916075,5.212858,175.30487,71.95122
32.32271,4.561251,145.32521,74.69512
24.715506,3.475239,127.032524,72.86585
32.262352,3.475239,95.020325,59.451218
32.314148,3.475239,80.79269,53.048782
22.759602,1.5174646,75.203255,50.914635
