hour,user_3,user_4,user_5,user_6,user_7,user_8,user_9,user_10,user_11,user_12,user_13,user_14,user_15,user_16,user_17,user_18,user_19,user_20,user_21,user_22,user_23,user_24,user_25,user_26,user_27,user_28,user_29,user_30,user_31,user_32
2013-01-01 00,22.937411095305798,2.823631624674195,138.21138211382126,62.19512195121955,261.1607142857142,5.228942905596385,241.5824915824915,58.566433566433574,76.88172043010755,62.220566318927,0.0,40.2155887230514,33.9821314613912,0.0,40.29043280182233,69.6316262353998,356.230031948882,10.92964824120601,55.286343612334804,149.21465968586375,29.420921544209225,13.687335092348274,33.43621399176958,296.72897196261704,26.6949152542373,24.96954933008525,93.11838306063522,64.18284283030683,0.0,113.48684210526301
2013-01-01 01,23.648648648648624,2.60642919200695,130.58943089430875,57.621951219512226,223.21428571428575,6.359525155455057,243.26599326599325,53.758741258741274,72.84946236559142,60.7302533532042,0.0,44.3615257048093,34.1416719846841,0.0,39.72095671981778,64.91464510332435,326.6773162939297,10.678391959798976,51.5418502202643,161.64921465968575,25.373599003736,11.708443271767775,32.92181069958848,279.2056074766355,25.0,24.969549330085275,86.38113570741098,63.55666875391358,0.0,101.56250000000007
2013-01-01 02,24.00426742532005,2.60642919200695,128.5569105691055,52.7439024390244,222.47023809523824,5.37026568682872,241.58249158249149,50.69930069930073,70.69892473118281,48.062593144560395,0.0,44.1542288557214,34.9393746011487,0.0,38.86674259681095,57.27762803234505,307.5079872204475,9.673366834170853,41.85022026431715,159.0314136125655,24.75093399750935,10.059366754617407,29.663923182441724,220.79439252336448,21.1864406779661,25.426309378806323,83.97497593840231,55.103318722604875,0.0,105.67434210526325
2013-01-01 03,22.937411095305798,2.60642919200695,107.21544715447175,48.47560975609755,200.892857142857,5.228942905596383,196.12794612794625,49.825174825174855,63.17204301075273,42.660208643815196,0.0,41.044776119403,28.717294192724925,0.0,31.890660592255124,48.5175202156334,273.16293929712447,6.532663316582912,37.66519823788542,140.70680628272248,20.54794520547945,8.24538258575198,24.69135802469135,200.93457943925225,18.855932203389827,21.6199756394641,82.29066410009628,49.62429555416408,0.0,92.92763157894747
2013-01-01 04,22.5817923186344,2.60642919200695,100.6097560975612,50.30487804878047,183.035714285714,4.52232899943471,180.976430976431,42.832167832167855,61.827956989247355,37.07153502235465,0.0,39.17910447761195,28.398213146139124,0.0,30.039863325740324,38.85893980233605,245.2076677316295,5.904522613065323,30.837004405286326,128.92670157068073,18.9912826899128,7.9155672823219,23.3196159122085,191.588785046729,14.406779661016925,19.031668696711325,74.83156881616941,46.3368816530996,0.0,76.89144736842104
2013-01-01 05,22.5817923186344,2.60642919200695,81.30081300813008,44.20731707317072,165.17857142857125,3.95703787450537,194.4444444444445,40.64685314685315,60.48387096774198,34.46348733233975,0.0,42.08126036484245,27.919591576260398,0.0,30.466970387243748,37.96046720575025,220.44728434504825,6.532663316582912,29.955947136563875,121.07329842931975,18.212951432129525,7.9155672823219,20.40466392318245,199.76635514018673,13.9830508474576,17.052375152253326,70.74109720885468,39.135879774577326,0.0,73.60197368421052
2013-01-01 06,22.4039829302987,2.60642919200695,82.3170731707317,49.08536585365855,160.71428571428575,4.80497456189938,172.55892255892223,38.89860139860143,63.17204301075273,35.20864381520115,0.0,44.776119402985074,25.845564773452473,0.0,31.32118451025055,36.837376460018,206.07028753993623,5.653266331658287,35.022026431718025,117.1465968586385,17.278953922789526,7.915567282321898,18.689986282578875,181.07476635514024,15.6779661016949,18.118148599269198,68.81616939364775,30.0563556668754,0.0,65.78947368421055
2013-01-01 07,22.5817923186344,2.60642919200695,75.20325203252035,40.85365853658535,144.34523809523802,4.0983606557377055,149.83164983165,37.150349650349675,62.63440860215058,35.953800298062546,0.0,37.52072968490877,25.366943203573726,0.0,27.050113895216423,38.1850853548967,214.856230031949,5.52763819095477,30.396475770925125,131.544502617801,19.146948941469475,13.3575197889182,16.2894375857339,185.74766355140173,12.923728813559325,16.138855054811227,60.87584215591915,25.98622417031935,0.0,62.91118421052632
2013-01-01 08,23.1152204836415,2.60642919200695,73.17073170731707,30.1829268292683,137.64880952380923,2.967778405879025,121.21212121212125,40.64685314685315,55.376344086021525,36.8852459016393,0.0,33.3747927031509,23.452456924058726,0.0,17.226651480637827,37.96046720575025,180.51118210862626,4.648241206030148,24.88986784140965,114.52879581151825,20.547945205479476,12.862796833773075,16.80384087791495,196.2616822429905,9.957627118644066,14.159561510353225,57.266602502406144,21.6030056355667,0.0,52.2203947368421
2013-01-01 09,25.071123755334277,3.0408340573414425,89.93902439024387,27.4390243902439,145.08928571428575,2.685132843414355,131.31313131313124,50.69930069930073,66.39784946236563,44.336810730253376,0.0,39.59369817578772,25.5264837268666,0.0,25.48405466970385,46.945193171608246,201.27795527156547,7.035175879396985,25.991189427312776,130.2356020942405,25.373599003736,9.399736147757247,24.00548696844995,278.03738317757023,13.771186440677974,15.225334957369075,55.101058710298375,23.01189730745145,0.0,71.54605263157896
