user_3,user_4,user_5,user_6
22.93741,2.8236315,103.74477,62.19512
23.64865,2.4244208,130.58943,57.621952
24.004267,2.606429,128.55692,56.985237
22.93741,2.2885985,107.21545,48.47561
22.581793,2.606429,86.548996,50.30488
22.581793,2.606429,80.623604,43.309067
22.403982,2.606429,82.31707,49.085365
22.581793,2.606429,75.203255,43.302982
23.115221,2.606429,73.17073,30.182926
25.071123,3.040834,89.939026,27.439024
29.694168,1.666122,94.00407,33.23171
31.521431,1.7953807,112.296745,47.256096
38.584637,3.475239,129.57317,46.646343
35.917496,3.6924415,120.42683,41.76829
30.761023,4.3440485,96.544716,35.365852
28.093884,4.3440485,91.46342,37.5
26.671408,4.3440485,89.43089,38.719513
25.782362,3.6924415,98.57723,52.743904
24.81413,3.6924415,131.09756,55.182926
26.493599,4.1268463,156.50406,64.63415
27.382647,4.3440485,154.68756,78.35366
26.671408,4.3440485,174.28862,85.97561
25.071123,4.561251,175.30487,77.439026
24.182077,3.6924415,153.45529,71.95122
23.115221,3.475239,116.86992,58.476017
24.035799,3.475239,107.72358,56.186016
22.581793,3.475239,102.13415,48.780487
22.226173,2.3945005,87.9065,52.43903
22.403982,3.475239,80.28455,49.922245
22.226173,3.475239,72.15447,46.951214
22.93741,3.475239,80.79269,51.219513
25.248934,3.475239,96.544716,49.390244
29.16074,3.2580364,99.085365,52.26194
30.405403,3.475239,101.11789,47.560974
21.867529,3.909644,98.06911,60.97561
32.005688,3.475239,134.0784,56.707317
32.716927,3.475239,101.11789,58.536587
31.472263,4.1268463,122.948555,61.87071
31.472263,4.3440485,89.43089,56.09756
28.271692,4.3440485,102.13415,60.97561
27.204836,2.1772938,109.756096,59.756096
26.849218,4.1268463,105.52817,57.246853
28.627312,2.5251265,185.46748,81.70731
30.405403,2.4436212,233.73984,82.62194
32.894737,2.2425559,148.64172,81.402435
38.441597,2.36846,244.9187,75.914635
26.13798,4.3440485,198.67886,72.560974
24.715506,3.475239,127.82375,71.34146
23.470839,2.589609,122.45935,68.29269
22.759602,2.4529998,101.626015,58.841465
22.226173,2.3940442,108.73984,51.219513
21.692745,3.475239,85.36585,53.658535
22.226173,3.475239,81.808945,49.390244
22.581793,2.329765,82.8252,50.0
23.826458,3.475239,98.94468,53.658535
31.827883,3.475239,99.5935,53.3764
32.894737,1.6710708,97.560974,49.695118
28.80512,4.3440485,111.78862,50.0
20.862406,4.3440485,117.91687,61.019897
28.449503,4.3440485,84.349594,54.878048
20.89607,4.3440485,89.939026,58.23171
28.80512,1.9751576,90.955284,54.878048
28.271692,4.3440485,81.30081,54.839592
26.493599,4.3440485,90.44715,53.048782
20.947565,4.3440485,101.626015,51.82927
25.604551,2.3314946,120.93496,60.97561
25.454224,4.3440485,158.02846,80.48781
