user_3,user_4,user_5,user_6
22.93741,2.8236315,110.06257,62.19512
23.64865,2.5942407,130.58943,57.621952
24.004267,2.606429,128.55692,56.16203
22.93741,2.455464,107.21545,48.47561
22.581793,2.606429,92.41623,50.30488
22.581793,2.606429,83.72696,42.829777
22.403982,2.606429,82.31707,49.085365
22.581793,2.606429,75.203255,42.484703
23.115221,2.606429,73.17073,30.182926
25.071123,3.040834,89.939026,27.439024
29.694168,1.8116833,94.00407,33.23171
30.127949,2.0014412,112.296745,47.256096
38.584637,3.475239,129.57317,46.646343
35.917496,3.6924415,120.42683,41.76829
30.761023,4.3440485,96.544716,35.365852
28.093884,4.3440485,91.46342,37.5
26.671408,4.3440485,89.43089,38.719513
25.782362,3.6924415,98.57723,52.743904
24.261482,3.6924415,131.09756,55.182926
26.493599,4.1268463,156.50406,64.63415
27.382647,4.3440485,155.15933,78.35366
26.671408,4.3440485,174.28862,85.97561
25.071123,4.561251,175.30487,77.439026
24.182077,3.6924415,153.45529,71.95122
23.115221,3.475239,116.86992,57.310802
23.653067,3.475239,107.72358,55.11069
22.581793,3.475239,102.13415,48.780487
22.226173,2.558161,87.9065,52.43903
22.403982,3.475239,80.28455,48.72913
22.226173,3.475239,72.15447,46.951214
22.93741,3.475239,80.79269,51.219513
25.248934,3.475239,96.544716,49.390244
29.16074,3.2580364,99.085365,51.278755
30.405403,3.475239,101.11789,47.560974
21.466953,3.909644,98.06911,60.97561
32.005688,3.475239,136.63777,56.707317
32.716927,3.475239,101.11789,58.536587
31.472263,4.1268463,124.97953,61.373928
31.472263,4.3440485,89.43089,56.09756
28.271692,4.3440485,102.13415,60.97561
27.204836,2.3359375,109.756096,59.756096
26.849218,4.1268463,108.16499,56.589825
28.627312,2.6954696,185.46748,81.70731
30.405403,2.6081834,233.73984,82.62194
32.894737,2.350509,151.3877,81.402435
36.65468,2.6033256,244.9187,75.914635
26.13798,4.3440485,198.67886,72.560974
24.715506,3.475239,133.75525,71.34146
23.470839,2.7562013,122.45935,68.29269
22.759602,2.6180136,101.626015,58.841465
22.226173,2.562292,108.73984,51.219513
21.692745,3.475239,85.36585,53.658535
22.226173,3.475239,81.808945,49.390244
22.581793,2.4919615,82.8252,50.0
23.826458,3.475239,105.37279,53.658535
31.827883,3.475239,99.5935,52.336773
32.894737,1.8115386,97.560974,49.695118
28.80512,4.3440485,111.78862,50.0
20.614017,4.3440485,122.77054,61.90983
28.449503,4.3440485,84.349594,54.878048
20.719002,4.3440485,89.939026,58.23171
28.80512,2.1259136,90.955284,54.878048
28.271692,4.3440485,81.30081,53.401337
26.493599,4.3440485,90.44715,53.048782
20.765673,4.3440485,101.626015,51.82927
25.604551,2.495584,120.93496,60.97561
25.188103,4.3440485,158.02846,80.48781
30.049788,4.3440485,207.31708,86.28049
32.53912,4.561251,223.0691,83.231705
28.982931,4.3440485,118.80003,60.838455
25.96017,3.909644,197.15446,84.45122
24.004267,3.475239,133.13008,79.87805
22.93741,3.475239,133.53996,75.60976
22.766571,3.475239,114.18743,55.38541
28.391243,2.0602217,85.873985,54.878048
22.226173,3.475239,73.67886,46.951214
21.796888,3.475239,65.04065,44.817074
22.403982,3.475239,72.15447,44.817074
23.29303,3.475239,68.08943,44.207317
32.005688,3.475239,104.166664,53.605167
21.624075,3.909644,99.085365,47.865852
21.543077,4.3440485,134.69739,52.134148
30.761023,4.1268463,86.89024,60.060974
30.227596,2.033881,75.203255,56.707317
28.80512,3.475239,76.21951,46.74328
29.338549,2.1253388,115.294426,53.353657
27.738264,4.3440485,117.240135,46.646343
26.493599,4.3440485,85.873985,42.987804
26.31579,4.3440485,92.98781,41.15854
26.671408,4.3440485,130.0813,61.890244
26.605192,4.561251,192.07317,80.79269
28.80512,4.561251,201.72765,90.85366
30.227596,2.649223,201.21951,84.45122
28.449503,5.212858,190.04065,71.03659
27.510012,4.3440485,198.67886,71.34146
24.359886,2.72325,162.60162,65.85366
22.93741,2.5385873,136.17886,55.20289
23.115221,2.5507982,109.756096,56.09756
22.226173,3.475239,90.44715,50.30488
22.55499,3.475239,84.349594,56.09756
22.403982,2.45549,76.727646,47.865852
27.74861,1.9722029,76.727646,40.898582
22.759602,2.5430849,79.268295,56.707317
23.29303,2.4646485,83.333336,52.743904
25.782362,3.909644,96.544716,54.396107
29.338549,4.995656,110.26423,53.353657
34.672832,1.7796639,123.98374,52.351017
34.85064,1.9230045,132.19348,56.09756
38.406826,1.6432825,117.37805,61.585365
35.73969,4.3440485,122.45935,50.609756
22.038307,4.3440485,115.85366,66.15854
31.29445,4.1268463,148.54358,69.20731
29.51636,4.3440485,122.967476,63.24499
28.093884,4.3440485,129.06505,79.87805
26.537823,4.561251,182.92683,96.95122
28.627312,4.7784534,166.21948,86.89024
29.694168,4.561251,178.86179,78.96352
27.382647,4.3440485,169.20732,80.18293
25.604551,4.3440485,153.96341,73.17073
24.359886,3.475239,146.8496,75.60976
23.470839,3.475239,133.13008,65.243904
23.29303,3.475239,119.9187,56.707317
22.759602,3.475239,99.5935,51.219513
22.403982,3.475239,93.49593,51.52439
22.226173,3.475239,85.873985,54.878048
22.581793,2.3686762,94.462204,52.43903
22.581793,3.475239,79.268295,48.48316
22.93741,3.475239,101.11789,53.32636
24.359886,3.909644,100.10162,45.121952
28.627312,3.909644,106.70731,56.43138
21.338017,4.3440485,124.49187,51.219513
37.339973,4.3440485,138.23996,65.38281
38.762447,4.3440485,147.35773,67.37805
38.05121,4.3440485,103.65854,57.621952
33.25035,4.3440485,101.626015,57.52798
20.582817,4.3440485,121.50859,61.569073
27.382647,4.3440485,108.73984,59.756096
27.382647,4.3440485,125.50814,69.81707
28.093884,2.581241,152.94716,78.35366
29.871977,4.561251,176.82927,74.39024
30.405403,4.7784534,164.19753,85.060974
28.093884,4.561251,172.2561,79.57317
25.96017,3.6924415,164.63414,71.393005
24.359886,3.475239,128.56525,68.902435
24.39318,3.475239,137.11043,59.756096
23.29303,3.475239,92.98781,52.743904
22.571009,3.475239,82.8252,48.17073
22.048365,3.475239,102.05553,55.487804
22.403982,3.475239,76.727646,48.780487
22.403982,3.475239,92.94495,47.256096
24.004267,3.475239,103.8867,51.52439
24.002565,3.475239,130.70897,55.182926
34.495018,3.475239,91.97154,50.30488
